instagram post,prompt
"“She promised better things for herself, so she sought out those things and never looked back.” - Unknown | 📷 by @sole_sister_ascending | Featured pack from the Talon/Tempest Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a motivational post highlighting self-improvement and perseverance, featuring a stunning outdoor photo."
"""Where words are restrained, the eyes often talk a great deal."" - Samuel Richardson | 📷 by @torresadventures0107 and @josiannedphotographe | Featured pack from the Manta/Mira Series #ospreypacks","Write a captivating caption highlighting the power of nonverbal communication, featuring stunning travel photos."
"“If you’re someone people count on, particularly in difficult moments, that’s a sign of a life lived honorably.” | 📷 by @mattyjmarch | Featured pack from the Manta/Mira Series #ospreypacks",Write a motivational post highlighting the importance of being a reliable source of support.
"Our updated Daylite® Family features new silhouettes and colors, refined features, and is now made with sustainable recycled materials. From backpacks, waist packs and duffels, to totes, slings and kids’ packs, these multipurpose solutions can be used every day, everywhere: on a day hike, as a travel bag, at the market or on the go. Head to the link in our bio to explore the whole series. #ospreypacks","Write a post highlighting the updated Daylite Family features, sustainable materials, and versatile uses."
"""Make the most of yourself by fanning the tiny, inner sparks of possibility into flames of achievement.” - Golda Meir | 📷 by @jacintapink | Featured pack from the Exos/Eja Series #ospreypacks","Write a motivational post highlighting the importance of nurturing inner potential, featuring a stunning pack from @ospreypacks."
"Elite Runner & Osprey Athlete @rachelraedrake is known both for breaking tape at the finish of 50km races and for making medical breakthroughs as an MD/PhD student in Portland, OR. How does she balance these two lives? 

In this new short film, Rachel Drake shares her ""methods"" for balancing life, career, and running. Today and every day, women in the outdoors like Drake inspire us and our products. 

🎥 by @stevenmortinson, with help from @lekiusa, @spring_energy, and @neckshoulders #IWD2021 #internationalwomensday","Create an Instagram post highlighting elite runner Rachel Drake's balancing act between medicine and running, featuring her new short film and sponsored products."
“You can waste your lives drawing lines. Or you can live your life crossing them.” - Shonda Rhimes | 📷 by @veona | Featured pack from the Skarab/Skimmer Series #ospreypacks,"Write a post inspired by Shonda Rhimes' quote, featuring a bold outdoor photo."
"""Woosh! I slip down the wall. My harness and the rope catch me, and just like that, I’m essentially back to square one... Learning something new is humbling. I am reminded how difficult but also exciting it is to start something new, to be completely out of my element and starting from scratch, especially in the outdoors. There is a steep learning curve, and I am reminded that, as is the case with so many things in life, it is not about the destination but rather the journey.""

Writer @emilyhopcian recounts her first time ice climbing in Michigan's Upper Peninsula, and reflects on how trying something new is a reminder of the beauty of being a constant work in progress. Head to the link in our bio to read. | 📷 by @bethpricephotography #ospreypacks","Write a reflective post about learning to ice climb in Michigan's Upper Peninsula, highlighting the humbling experience of starting anew."
"""The moments of happiness we enjoy take us by surprise. It is not that we seize them, but that they seize us."" - Ashley Montagu | 📷 by @rachandlaurexplore | Featured pack from the Manta/Mira Series #ospreypacks",Write a heartfelt caption highlighting the surprise of happiness and the beauty of nature.
"""The path is not easy, the climbing is rugged and hard, but the glory at the end is worthwhile.” - Matthew Henson | 📷 by @k_sealer | Featured pack from the Duro/Dyna Series #ospreypacks #ospreyambassador #thegooddaysaremade","Write a motivational post featuring a rugged outdoor photo, highlighting the importance of perseverance and the rewards of overcoming challenges."
"This International Women’s Day and every day, we celebrate the contribution and applaud the achievements of women in the outdoors who inspire us and our products—from the women here at Osprey to our professional female athletes. #IWD2021","Write a post celebrating International Women's Day, highlighting female outdoor enthusiasts and athletes."
"""Most of the shadows of this life are caused by standing in one's own sunshine. "" - Ralph Waldo Emerson | 📷 by @_ends_of_the_earth_ | Featured pack from the Archeon Series #ospreypacks","Write a thought-provoking caption highlighting the quote's message, featuring the stunning pack and photographer's work."
"""When you do things from your soul, you feel a river moving in you, a joy."" - Rumi | 📷 by @jennie.adventures | Featured pack from the Atmos/Aura Series #ospreypacks","Write a poetic Instagram post quoting Rumi, featuring a stunning outdoor photo and highlighting a specific backpack series."
"""When we fulfil our function, which is to truly love ourselves and share love with others, then true happiness sets in."" - Gabrielle Berstein | 📷 by @irsksettere | Featured pack from the Talon/Tempest Series #ospreypacks","Write a motivational quote-based post highlighting self-love and happiness, featuring a scenic outdoor photo."
"Announcing the 2021 Thru-Hiker Giveaway! 

We've partnered with the new @hikerfeed app and a handful of other brands to give out $2500 worth of gear to 10 lucky winners. To enter for your chance to win, or to get more details, click the link in @hikerfeed's bio to download the HikerFeed app and get started. This contest runs from February 21st to February 28th, with winners selected on March 3rd. Open to U.S. applicants only. Good luck! #ospreypacks #hikerfeed #thruhiking #giveaway","Create an announcement post for the 2021 Thru-Hiker Giveaway, highlighting the partnership with @hikerfeed and $2500 worth of gear for 10 winners."
"⛺SUMMITS AND SUNSETS | BACKPACKING GIVEAWAY ⛺
Gear up and get out there with our Summits and Sunsets Giveaway. Enter for a chance to win this prize package and your gear will keep you comfortable every step of your journey. Bring on the backpacking adventures. Prizes include:

- 1 NEW Osprey Packs Aether/Ariel 65 Backpack
- 1 Pair of LEKI Micro Vario Carbon Trekking Poles
- 1 Pair of Vasque Footwear Breeze LT GTX Hiking Boots
- 1 NEW Jetboil Stash Stove
- 1 Eureka Midori 2 Person Tent
- Sawyer Bug protection package including four Permethrin Spray Bottles, two Picaridin Spray Bottles, and two Picaridin Lotion 7-Packs), as well as two sunscreens and one Sawyer Squeeze filter
- 1 UST Gear Freestyle Lightweight Backpacking Sleeping Mat
To enter, simply:
⛺ Like this post and tag a backpacking buddy
⛺ Follow @ospreypacks, @lekiusa, @vasquefootwear, @jetboil, @eurekacamping, @sawyerproducts and @ustgear
⛺ Head to the link in our bio to enter and get more details
Giveaway closes Sunday 3/7/21 at 11:59 PM MT. One random winner will be selected and notified.
-
This giveaway is not sponsored, endorsed, or administered by Instagram and you must be over 18 years old, and located in the United States, to receive the prize.
#ospreypacks #giveaway","Create an engaging post announcing the Summits and Sunsets Giveaway, highlighting the prizes and entry requirements."
